react_id	react_flux	Complex_id	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	ec
rxn05771	NA	complex_IV (Cytochrome c oxidase/Ferrocytochrome-c:oxygen oxidoreductase/cb-type cytochrome c oxidase-incl. Cytochrome aa3 subunit 3;rxn00058 Cytochrome c oxidase;rxn00058 Alternative cytochrome c oxidase;rxn00058 cb-type cytochrome c oxidase;R00081 Ferrocytochrome-c:oxygen oxidoreductase)	rxn05771	"cpd00067[c0],cpd00007[c0],cpd11798[c0],cpd00001[c0],cpd11796[c0],cpd00067[e0]"	"H+[c0],O2[c0],Ferrocytochrome c2[c0],H2O[c0],Ferricytochrome c2[c0],H+[e0]"	"-8,-1,-4,2,4,4"	"1,1,1,1,1,2"	rxn05771	Ferrocytochrome c2:oxygen oxidoreductase	FALSE	0	1000	1.9.3.1
rxn10043	3.2293464991667e-13	complex_IV (Cytochrome c oxidase/Ferrocytochrome-c:oxygen oxidoreductase/cb-type cytochrome c oxidase-incl. Cytochrome aa3 subunit 3;rxn00058 Cytochrome c oxidase;rxn00058 Alternative cytochrome c oxidase;rxn00058 cb-type cytochrome c oxidase;R00081 Ferrocytochrome-c:oxygen oxidoreductase)	rxn10043	"cpd00007[c0],cpd00067[c0],cpd00110[c0],cpd00001[c0],cpd00067[e0],cpd00109[c0]"	"O2[c0],H+[c0],Cytochrome c2+[c0],H2O[c0],H+[e0],Cytochrome c3+[c0]"	"-0.5,-6,-2,1,4,2"	"1,1,1,1,2,1"	rxn10043	cytochrome-c oxidase (H+/e- = 2)	FALSE	0	1000	1.9.3.1
rxn10947	NA	complex_IV (Cytochrome c oxidase/Ferrocytochrome-c:oxygen oxidoreductase/cb-type cytochrome c oxidase-incl. Cytochrome aa3 subunit 3;rxn00058 Cytochrome c oxidase;rxn00058 Alternative cytochrome c oxidase;rxn00058 cb-type cytochrome c oxidase;R00081 Ferrocytochrome-c:oxygen oxidoreductase)	rxn10947	"cpd00007[c0],cpd00067[c0],cpd00110[c0],cpd00001[c0],cpd00067[e0],cpd00109[c0],cpd00532[c0]"	"O2[c0],H+[c0],Cytochrome c2+[c0],H2O[c0],H+[e0],Cytochrome c3+[c0],O2-[c0]"	"-1,-5.98,-4,1.99,2,4,0.005"	"1,1,1,1,2,1,1"	rxn10947	CYOO_HP	TRUE	-1000	1000	1.9.3.1
rxn13688	NA	complex_IV (Cytochrome c oxidase/Ferrocytochrome-c:oxygen oxidoreductase/cb-type cytochrome c oxidase-incl. Cytochrome aa3 subunit 3;rxn00058 Cytochrome c oxidase;rxn00058 Alternative cytochrome c oxidase;rxn00058 cb-type cytochrome c oxidase;R00081 Ferrocytochrome-c:oxygen oxidoreductase)	rxn13688	"cpd00007[c0],cpd00067[c0],cpd00110[c0],cpd00001[c0],cpd00067[e0],cpd00109[c0]"	"O2[c0],H+[c0],Cytochrome c2+[c0],H2O[c0],H+[e0],Cytochrome c3+[c0]"	"-0.5,-4,-2,1,2,2"	"1,1,1,1,2,1"	rxn13688	cytochrome-c oxidase (2 protons translocated)	FALSE	0	1000	1.9.3.1
rxn19357	NA	complex_IV (Cytochrome c oxidase/Ferrocytochrome-c:oxygen oxidoreductase/cb-type cytochrome c oxidase-incl. Cytochrome aa3 subunit 3;rxn00058 Cytochrome c oxidase;rxn00058 Alternative cytochrome c oxidase;rxn00058 cb-type cytochrome c oxidase;R00081 Ferrocytochrome-c:oxygen oxidoreductase)	rxn19357	"cpd00007[c0],cpd00067[c0],cpd26785[c0],cpd00001[c0],cpd26784[c0]"	"O2[c0],H+[c0],Cytochromes-C-Reduced[c0],H2O[c0],Cytochromes-C-Oxidized[c0]"	"-1,-4,-4,2,4"	"1,1,1,1,1"	rxn19357	complex IV (mitochondrial electron transport)	FALSE	0	1000	1.9.3.1
rxn32937	NA	complex_IV (Cytochrome c oxidase/Ferrocytochrome-c:oxygen oxidoreductase/cb-type cytochrome c oxidase-incl. Cytochrome aa3 subunit 3;rxn00058 Cytochrome c oxidase;rxn00058 Alternative cytochrome c oxidase;rxn00058 cb-type cytochrome c oxidase;R00081 Ferrocytochrome-c:oxygen oxidoreductase)	rxn32937	"cpd00007[c0],cpd00067[c0],cpd00110[c0],cpd00001[c0],cpd26784[c0]"	"O2[c0],H+[c0],Cytochrome c2+[c0],H2O[c0],Cytochromes-C-Oxidized[c0]"	"-1,-4,-4,2,4"	"1,1,1,1,1"	rxn32937	Cytochrome-c oxidase	TRUE	-1000	1000	1.9.3.1
rxn10113	NA	complex_IV? (cytochrome bo3 terminal oxidase - Cytochrome O ubiquinol oxidase;rxn10113 Cytochrome d ubiquinol oxidase;rxn10113 Cytochrome O ubiquinol oxidase)	rxn10113	"cpd00007[c0],cpd00067[c0],cpd15561[c0],cpd00001[c0],cpd00067[e0],cpd15560[c0]"	"O2[c0],H+[c0],Ubiquinol-8[c0],H2O[c0],H+[e0],Ubiquinone-8[c0]"	"-0.5,-2.5,-1,1,2.5,1"	"1,1,1,1,2,1"	rxn10113	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)	FALSE	0	1000	1.10.3
rxn10046	NA	complex_IV? (Terminal AA3-600 quinol oxidase)	rxn10046	"cpd00007[c0],cpd00067[c0],cpd11451[c0],cpd00001[c0],cpd00067[e0],cpd11606[c0]"	"O2[c0],H+[c0],mql7[c0],H2O[c0],H+[e0],Menaquinone 7[c0]"	"-0.5,-4,-1,1,4,1"	"1,1,1,1,2,1"	rxn10046	menauinol oxidase (7:2 protons)	FALSE	0	1000	NA
rxn00062	0	complex_V (ATP phosphohydrolase/ATP synthase)	rxn00062	"cpd00001[c0],cpd00002[c0],cpd00008[c0],cpd00009[c0],cpd00067[c0]"	"H2O[c0],ATP[c0],ADP[c0],Phosphate[c0],H+[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn00062	ATP phosphohydrolase	FALSE	0	1000	3.6.1.3;3.6.1.8;3.6.3.10;3.6.3.25;3.6.3.36;3.6.3.6;3.6.3.14(7.1.2.2)
rxn08173	0	complex_V (ATP phosphohydrolase/ATP synthase)	rxn08173	"cpd00008[c0],cpd00009[c0],cpd00067[e0],cpd00001[c0],cpd00002[c0],cpd00067[c0]"	"ADP[c0],Phosphate[c0],H+[e0],H2O[c0],ATP[c0],H+[c0]"	"-1,-1,-4,1,1,3"	"1,1,2,1,1,1"	rxn08173	F(1)-ATPase	FALSE	0	1000	3.6.3.14(7.1.2.2)
rxn13766	0	complex_V (ATP phosphohydrolase/ATP synthase)	rxn13766	"cpd00008[c0],cpd00009[c0],cpd00067[e0],cpd00001[c0],cpd00002[c0],cpd00067[c0]"	"ADP[c0],Phosphate[c0],H+[e0],H2O[c0],ATP[c0],H+[c0]"	"-1,-1,-3,1,1,2"	"1,1,2,1,1,1"	rxn13766	ATP synthase (three protons for one ATP)	TRUE	-1000	0	3.6.3.14(7.1.2.2)
rxn27727	NA	complex_V (ATP phosphohydrolase/ATP synthase)	rxn27727	"cpd00008[c0],cpd00009[c0],cpd00067[e0],cpd00001[c0],cpd00002[c0],cpd00067[c0]"	"ADP[c0],Phosphate[c0],H+[e0],H2O[c0],ATP[c0],H+[c0]"	"-1,-1,-4,1,1,3"	"1,1,2,1,1,1"	rxn27727	"coupling factors (F0, F1 and CF1)"	FALSE	0	1000	3.6.3.14(7.1.2.2)
rxn07122	NA	D-glucose:ubiquinone oxidoreductase	rxn07122	"cpd00027[c0],cpd11669[c0],cpd00170[c0],cpd11665[c0]"	"D-Glucose[c0],Q[c0],Gluconolactone[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn07122	D-glucose:ubiquinone oxidoreductase	FALSE	0	1000	1.1.5.2
rxn15632	NA	D-glucose:ubiquinone oxidoreductase	rxn15632	"cpd00190[c0],cpd11669[c0],cpd00170[c0],cpd11665[c0]"	"beta-D-Glucose[c0],Q[c0],Gluconolactone[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn15632	D-glucose:ubiquinone oxidoreductase	FALSE	0	1000	1.1.5.2
rxn15633	NA	D-glucose:ubiquinone oxidoreductase	rxn15633	"cpd11669[c0],cpd19001[c0],cpd00170[c0],cpd11665[c0]"	"Q[c0],alpha-D-Glucose[c0],Gluconolactone[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn15633	D-glucose:ubiquinone oxidoreductase	FALSE	0	1000	1.1.5.2
rxn19778	NA	D-glucose:ubiquinone oxidoreductase	rxn19778	"cpd00190[c0],cpd28301[c0],cpd00170[c0],cpd28300[c0]"	"beta-D-Glucose[c0],Ubiquinones[c0],Gluconolactone[c0],Ubiquinols[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn19778	membrane-bound glucose dehydrogenase	FALSE	0	1000	1.1.5.2
rxn27880	NA	D-glucose:ubiquinone oxidoreductase	rxn27880	"cpd00190[c0],cpd28301[c0],cpd00170[c0],cpd28300[c0]"	"beta-D-Glucose[c0],Ubiquinones[c0],Gluconolactone[c0],Ubiquinols[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn27880	Quinoprotein glucose dehydrogenase	FALSE	0	1000	1.1.5.2
rxn36726	NA	D-glucose:ubiquinone oxidoreductase	rxn36726	"cpd00190[c0],cpd15560[c0],cpd00170[c0],cpd15561[c0]"	"beta-D-Glucose[c0],Ubiquinone-8[c0],Gluconolactone[c0],Ubiquinol-8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36726	membrane-bound glucose dehydrogenase	FALSE	0	1000	1.1.5.2
rxn36727	NA	D-glucose:ubiquinone oxidoreductase	rxn36727	"cpd00190[c0],cpd01351[c0],cpd00170[c0],cpd25914[c0]"	"beta-D-Glucose[c0],Ubiquinone-9[c0],Gluconolactone[c0],ubiquinol(9)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36727	membrane-bound glucose dehydrogenase	FALSE	0	1000	1.1.5.2
rxn36728	NA	D-glucose:ubiquinone oxidoreductase	rxn36728	"cpd00190[c0],cpd08232[c0],cpd00170[c0],cpd25915[c0]"	"beta-D-Glucose[c0],Ubidecarenone[c0],Gluconolactone[c0],ubiquinol(10)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36728	membrane-bound glucose dehydrogenase	FALSE	0	1000	1.1.5.2
rxn38876	NA	D-glucose:ubiquinone oxidoreductase	rxn38876	"cpd00190[c0],cpd25792[c0],cpd00170[c0],cpd25913[c0]"	"beta-D-Glucose[c0],coenzyme-Q7[c0],Gluconolactone[c0],ubiquinol(7)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn38876	Quinoprotein glucose dehydrogenase	FALSE	0	1000	1.1.5.2
rxn38877	NA	D-glucose:ubiquinone oxidoreductase	rxn38877	"cpd00190[c0],cpd15290[c0],cpd00170[c0],cpd11665[c0]"	"beta-D-Glucose[c0],Ubiquinone-6[c0],Gluconolactone[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn38877	Quinoprotein glucose dehydrogenase	FALSE	0	1000	1.1.5.2
rxn38878	NA	D-glucose:ubiquinone oxidoreductase	rxn38878	"cpd00190[c0],cpd15560[c0],cpd00170[c0],cpd29608[c0]"	"beta-D-Glucose[c0],Ubiquinone-8[c0],Gluconolactone[c0],ubiquinol(8)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn38878	Quinoprotein glucose dehydrogenase	FALSE	0	1000	1.1.5.2
rxn00146	0	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN D-lactate dehydrogenase (cytochrome);R00197 (R)-Lactate:ferricytochrome-c 2-oxidoreductase	rxn00146	"cpd00109[c0],cpd00221[c0],cpd00020[c0],cpd00067[c0],cpd00110[c0]"	"Cytochrome c3+[c0],D-Lactate[c0],Pyruvate[c0],H+[c0],Cytochrome c2+[c0]"	"-2,-1,1,2,2"	"1,1,1,1,1"	rxn00146	(R)-Lactate:ferricytochrome-c 2-oxidoreductase	FALSE	0	1000	1.1.2.4
rxn19372	NA	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN D-lactate dehydrogenase (cytochrome);R00197 (R)-Lactate:ferricytochrome-c 2-oxidoreductase	rxn19372	"cpd00221[c0],cpd26784[c0],cpd00020[c0],cpd00067[c0],cpd26785[c0]"	"D-Lactate[c0],Cytochromes-C-Oxidized[c0],Pyruvate[c0],H+[c0],Cytochromes-C-Reduced[c0]"	"-1,-2,1,2,2"	"1,1,1,1,1"	rxn19372	D-lactate dehydrogenase (cytochrome)	TRUE	-1000	1000	1.1.2.4
rxn32368	NA	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN D-lactate dehydrogenase (cytochrome);R00197 (R)-Lactate:ferricytochrome-c 2-oxidoreductase	rxn32368	"cpd00221[c0],cpd26784[c0],cpd00020[c0],cpd00067[c0],cpd00110[c0]"	"D-Lactate[c0],Cytochromes-C-Oxidized[c0],Pyruvate[c0],H+[c0],Cytochrome c2+[c0]"	"-1,-2,1,2,2"	"1,1,1,1,1"	rxn32368	D-lactate dehydrogenase (cytochrome)	TRUE	-1000	1000	1.1.2.4
rxn16335	NA	D-phenylalanine:quinone oxidoreductase (deaminating)	rxn16335	"cpd00001[c0],cpd11673[c0],cpd19168[c0],cpd00013[c0],cpd11625[c0],cpd30750[c0]"	"H2O[c0],D-Amino acid[c0],C15602[c0],NH3[c0],2-Oxo acid[c0],p-Hydroquinone[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn16335	D-amino acid:quinone oxidoreductase (deaminating)	TRUE	-1000	1000	1.4.5.1
rxn21474	NA	D-phenylalanine:quinone oxidoreductase (deaminating)	rxn21474	"cpd00001[c0],cpd26810[c0],cpd27012[c0],cpd19013[c0],cpd21904[c0],cpd27011[c0]"	"H2O[c0],D-Amino-Acids[c0],ETR-Quinones[c0],NH4+[c0],2-Oxo-carboxylates[c0],ETR-Quinols[c0]"	"-1,-1,-1,1,1,1"	"1,1,1,1,1,1"	rxn21474	D-amino acid dehydrogenase (quinone)	TRUE	-1000	1000	1.4.5.1
rxn16343	NA	dimethyl sulfide:menaquinone oxidoreductase	rxn16343	"cpd00001[c0],cpd00450[c0],cpd11451[c0],cpd08021[c0],cpd12783[c0]"	"H2O[c0],Methyl sulfide[c0],mql7[c0],DMSO[c0],Menaquinol[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn16343	dimethyl sulfide:menaquinone oxidoreductase	TRUE	-1000	1000	1.8.5.3
rxn19546	NA	dimethyl sulfide:menaquinone oxidoreductase	rxn19546	"cpd08021[c0],cpd27500[c0],cpd00001[c0],cpd00450[c0],cpd27501[c0]"	"DMSO[c0],Menaquinols[c0],H2O[c0],Methyl sulfide[c0],Menaquinones[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn19546	dimethyl sulfide:menaquinone oxidoreductase	TRUE	-1000	1000	1.8.5.3
rxn16323	NA	ethanol:quinone oxidoreductase	rxn16323	"cpd00363[c0],cpd11669[c0],cpd00071[c0],cpd11665[c0]"	"Ethanol[c0],Q[c0],Acetaldehyde[c0],QH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn16323	ethanol:quinone oxidoreductase	FALSE	0	1000	1.1.5.5
rxn21330	NA	ethanol:quinone oxidoreductase	rxn21330	"cpd00363[c0],cpd28301[c0],cpd00071[c0],cpd28300[c0]"	"Ethanol[c0],Ubiquinones[c0],Acetaldehyde[c0],Ubiquinols[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn21330	alcohol:quinone oxidoreductase	TRUE	-1000	1000	1.1.5.5
rxn37034	NA	ethanol:quinone oxidoreductase	rxn37034	"cpd00363[c0],cpd15560[c0],cpd00071[c0],cpd15561[c0]"	"Ethanol[c0],Ubiquinone-8[c0],Acetaldehyde[c0],Ubiquinol-8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37034	alcohol:quinone oxidoreductase	TRUE	-1000	1000	1.1.5.5
rxn37035	NA	ethanol:quinone oxidoreductase	rxn37035	"cpd00363[c0],cpd01351[c0],cpd00071[c0],cpd25914[c0]"	"Ethanol[c0],Ubiquinone-9[c0],Acetaldehyde[c0],ubiquinol(9)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37035	alcohol:quinone oxidoreductase	TRUE	-1000	1000	1.1.5.5
rxn37036	NA	ethanol:quinone oxidoreductase	rxn37036	"cpd00363[c0],cpd08232[c0],cpd00071[c0],cpd25915[c0]"	"Ethanol[c0],Ubidecarenone[c0],Acetaldehyde[c0],ubiquinol(10)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37036	alcohol:quinone oxidoreductase	TRUE	-1000	1000	1.1.5.5
rxn06288	NA	hydrogen:menaquinone oxidoreductase	rxn06288	"cpd11451[c0],cpd11640[c0],cpd12783[c0]"	"mql7[c0],H2[c0],Menaquinol[c0]"	"-1,-1,1"	"1,1,1"	rxn06288	Hydrogen:quinone oxidoreductase	FALSE	0	1000	1.12.5.1
rxn17049	NA	hydrogen:menaquinone oxidoreductase	rxn17049	"cpd11640[c0],cpd27501[c0],cpd27500[c0]"	"H2[c0],Menaquinones[c0],Menaquinols[c0]"	"-1,-1,1"	"1,1,1"	rxn17049	quinone-reactive Ni/Fe-hydrogenase	FALSE	0	1000	1.12.5.1
rxn00145	0	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN L-lactate dehydrogenase;R00196 (S)-Lactate:ferricytochrome-c 2-oxidoreductase	rxn00145	"cpd00109[c0],cpd00159[c0],cpd00020[c0],cpd00067[c0],cpd00110[c0]"	"Cytochrome c3+[c0],L-Lactate[c0],Pyruvate[c0],H+[c0],Cytochrome c2+[c0]"	"-2,-1,1,2,2"	"1,1,1,1,1"	rxn00145	(S)-Lactate:ferricytochrome-c 2-oxidoreductase	FALSE	0	1000	1.1.2.3
rxn20010	NA	L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN L-lactate dehydrogenase;R00196 (S)-Lactate:ferricytochrome-c 2-oxidoreductase	rxn20010	"cpd00159[c0],cpd26784[c0],cpd00020[c0],cpd00067[c0],cpd26785[c0]"	"L-Lactate[c0],Cytochromes-C-Oxidized[c0],Pyruvate[c0],H+[c0],Cytochromes-C-Reduced[c0]"	"-1,-2,1,2,2"	"1,1,1,1,1"	rxn20010	L-lactate dehydrogenase (cytochrome)	TRUE	-1000	1000	1.1.2.3
rxn13741	0	L-proline:quinone oxidoreductase	rxn13741	"cpd00129[c0],cpd15560[c0],cpd00067[c0],cpd02431[c0],cpd15561[c0]"	"L-Proline[c0],Ubiquinone-8[c0],H+[c0],1-Pyrroline-5-carboxylate[c0],Ubiquinol-8[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn13741	proline oxidase	FALSE	0	1000	1.5.5.2
rxn00935	NA	malate:quinone oxidoreductase	rxn00935	"cpd00015[c0],cpd00067[c0],cpd00130[c0],cpd00032[c0],cpd00982[c0]"	"FAD[c0],H+[c0],L-Malate[c0],Oxaloacetate[c0],FADH2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn00935	(S)-Malate:(acceptor) oxidoreductase	FALSE	0	1000	1.1.5.4
rxn05815	NA	malate:quinone oxidoreductase	rxn05815	"cpd00130[c0],cpd11609[c0],cpd00032[c0],cpd11610[c0]"	"L-Malate[c0],A[c0],Oxaloacetate[c0],AH2[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn05815	(S)-malate:acceptor oxidoreductase	TRUE	-1000	0	1.1.5.4
rxn08900	NA	malate:quinone oxidoreductase	rxn08900	"cpd00130[c0],cpd15560[c0],cpd00032[c0],cpd15561[c0]"	"L-Malate[c0],Ubiquinone-8[c0],Oxaloacetate[c0],Ubiquinol-8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn08900	FAD-dependent malate dehydrogenase	FALSE	0	1000	1.1.5.4
rxn20069	NA	malate:quinone oxidoreductase	rxn20069	"cpd00130[c0],cpd28018[c0],cpd00032[c0],cpd28074[c0]"	"L-Malate[c0],Quinones[c0],Oxaloacetate[c0],Reduced-Quinones[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn20069	FAD-dependent malate dehydrogenase	TRUE	-1000	0	1.1.5.4
rxn20112	NA	malate:quinone oxidoreductase	rxn20112	"cpd00130[c0],cpd28018[c0],cpd00032[c0],cpd28074[c0]"	"L-Malate[c0],Quinones[c0],Oxaloacetate[c0],Reduced-Quinones[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn20112	FAD-dependent malate dehydrogenase	TRUE	-1000	0	1.1.5.4
rxn27006	NA	malate:quinone oxidoreductase	rxn27006	"cpd00130[c0],cpd27501[c0],cpd00032[c0],cpd27500[c0]"	"L-Malate[c0],Menaquinones[c0],Oxaloacetate[c0],Menaquinols[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn27006	RXNI-3.c	FALSE	0	1000	1.1.5.4
rxn27007	NA	malate:quinone oxidoreductase	rxn27007	"cpd00130[c0],cpd27501[c0],cpd00032[c0],cpd27500[c0]"	"L-Malate[c0],Menaquinones[c0],Oxaloacetate[c0],Menaquinols[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn27007	RXNI-3.e	FALSE	0	1000	1.1.5.4
rxn36757	NA	malate:quinone oxidoreductase	rxn36757	"cpd00130[c0],cpd01401[c0],cpd00032[c0],cpd12844[c0]"	"L-Malate[c0],Vitamin K1[c0],Oxaloacetate[c0],Phytonadiol[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36757	FAD-dependent malate dehydrogenase	FALSE	0	1000	1.1.5.4
rxn36758	NA	malate:quinone oxidoreductase	rxn36758	"cpd00130[c0],cpd19022[c0],cpd00032[c0],cpd00067[c0],cpd00415[c0]"	"L-Malate[c0],p-Benzosemiquinone[c0],Oxaloacetate[c0],H+[c0],Quinol[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn36758	FAD-dependent malate dehydrogenase	FALSE	0	1000	1.1.5.4
rxn36759	NA	malate:quinone oxidoreductase	rxn36759	"cpd00130[c0],cpd15352[c0],cpd00032[c0],cpd15353[c0]"	"L-Malate[c0],2-Demethylmenaquinone 8[c0],Oxaloacetate[c0],2-Demethylmenaquinol 8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36759	FAD-dependent malate dehydrogenase	FALSE	0	1000	1.1.5.4
rxn36760	NA	malate:quinone oxidoreductase	rxn36760	"cpd00067[c0],cpd00130[c0],cpd09410[c0],cpd00032[c0],cpd23602[c0]"	"H+[c0],L-Malate[c0],Demethylphylloquinone[c0],Oxaloacetate[c0],3-phytyl-1,4-naphtoquinol[c0]"	"-2,-1,-1,1,1"	"1,1,1,1,1"	rxn36760	FAD-dependent malate dehydrogenase	TRUE	-1000	0	1.1.5.4
rxn36761	NA	malate:quinone oxidoreductase	rxn36761	"cpd00130[c0],cpd01351[c0],cpd00032[c0],cpd25914[c0]"	"L-Malate[c0],Ubiquinone-9[c0],Oxaloacetate[c0],ubiquinol(9)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36761	FAD-dependent malate dehydrogenase	TRUE	-1000	1000	1.1.5.4
rxn36762	NA	malate:quinone oxidoreductase	rxn36762	"cpd00130[c0],cpd08232[c0],cpd00032[c0],cpd25915[c0]"	"L-Malate[c0],Ubidecarenone[c0],Oxaloacetate[c0],ubiquinol(10)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36762	FAD-dependent malate dehydrogenase	TRUE	-1000	1000	1.1.5.4
rxn36763	NA	malate:quinone oxidoreductase	rxn36763	"cpd00130[c0],cpd01401[c0],cpd00032[c0],cpd12844[c0]"	"L-Malate[c0],Vitamin K1[c0],Oxaloacetate[c0],Phytonadiol[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36763	FAD-dependent malate dehydrogenase	FALSE	0	1000	1.1.5.4
rxn36765	NA	malate:quinone oxidoreductase	rxn36765	"cpd00130[c0],cpd15352[c0],cpd00032[c0],cpd15353[c0]"	"L-Malate[c0],2-Demethylmenaquinone 8[c0],Oxaloacetate[c0],2-Demethylmenaquinol 8[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn36765	FAD-dependent malate dehydrogenase	FALSE	0	1000	1.1.5.4
rxn37602	NA	malate:quinone oxidoreductase	rxn37602	"cpd00067[c0],cpd00130[c0],cpd07274[c0],cpd00032[c0],cpd29046[c0]"	"H+[c0],L-Malate[c0],Plastoquinone A[c0],Oxaloacetate[c0],plastoquinol A[c0]"	"-2,-1,-1,1,1"	"1,1,1,1,1"	rxn37602	malate dehydrogenase (quinone)	FALSE	0	1000	1.1.5.4
rxn37603	NA	malate:quinone oxidoreductase	rxn37603	"cpd00130[c0],cpd15560[c0],cpd00032[c0],cpd29608[c0]"	"L-Malate[c0],Ubiquinone-8[c0],Oxaloacetate[c0],ubiquinol(8)[c0]"	"-1,-1,1,1"	"1,1,1,1"	rxn37603	malate dehydrogenase (quinone)	FALSE	0	1000	1.1.5.4
rxn05796	NA	NADH-quinone oxidoreductase	rxn05796	"cpd00004[c0],cpd00067[c0],cpd11609[c0],cpd00003[c0],cpd11610[c0]"	"NADH[c0],H+[c0],A[c0],NAD[c0],AH2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn05796	NADH:acceptor oxidoreductase	TRUE	-1000	1000	1.6.99.5
rxn20262	NA	NADH-quinone oxidoreductase	rxn20262	"cpd00004[c0],cpd00067[c0],cpd03185[c0],cpd00003[c0],cpd04395[c0]"	"NADH[c0],H+[c0],Menadione[c0],NAD[c0],Menadiol[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn20262	NADH dehydrogenase (quinone)	FALSE	0	1000	1.6.99.5
rxn39005	NA	NADH-quinone oxidoreductase	rxn39005	"cpd00004[c0],cpd19022[c0],cpd00003[c0],cpd00067[c0],cpd00415[c0]"	"NADH[c0],p-Benzosemiquinone[c0],NAD[c0],H+[c0],Quinol[c0]"	"-2,-1,2,1,1"	"1,1,1,1,1"	rxn39005	NADH dehydrogenase (quinone)	FALSE	0	1000	1.6.99.5
rxn39006	NA	NADH-quinone oxidoreductase	rxn39006	"cpd00004[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-2,-1,2,1"	"1,1,1,1"	rxn39006	NADH dehydrogenase (quinone)	FALSE	0	1000	1.6.99.5
rxn39007	NA	NADH-quinone oxidoreductase	rxn39007	"cpd00004[c0],cpd01351[c0],cpd00003[c0],cpd25914[c0]"	"NADH[c0],Ubiquinone-9[c0],NAD[c0],ubiquinol(9)[c0]"	"-2,-1,2,1"	"1,1,1,1"	rxn39007	NADH dehydrogenase (quinone)	FALSE	0	1000	1.6.99.5
rxn39008	NA	NADH-quinone oxidoreductase	rxn39008	"cpd00004[c0],cpd08232[c0],cpd00003[c0],cpd25915[c0]"	"NADH[c0],Ubidecarenone[c0],NAD[c0],ubiquinol(10)[c0]"	"-2,-1,2,1"	"1,1,1,1"	rxn39008	NADH dehydrogenase (quinone)	FALSE	0	1000	1.6.99.5
rxn03699	NA	"NADH:2-hydroxy-1,4-benzoquinone oxidoreductase"	rxn03699	"cpd00004[c0],cpd00067[c0],cpd04378[c0],cpd00003[c0],cpd01822[c0]"	"NADH[c0],H+[c0],Hydroxybenzoquinone[c0],NAD[c0],Hydroxyquinol[c0]"	"-1,-2,-1,1,1"	"1,1,1,1,1"	rxn03699	"1,2,4-trihydroxybenzene:NAD oxidoreductase"	FALSE	0	1000	1.6.5.7
