# gapseq version: 1.2 c1e35b7c
# Sequence DB md5sum: 1139b8e (2021-06-02, Bacteria)
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
map01130	Biosynthesis of antibiotics	false	55	109	0	0	R04203 R01183 R02413 R05688 R01872 R00717 R01773 R02082 R10156 R10308 R05066 R07136 R10917 R00709 R00267 R03051 R01936 R01513 R00475 R08896 R08902 R06758 R06759 R10145 R10445 R11340 R09814 R05521 R10154 R06464 R10656 R05270 R11578 R11525 R09198 R09193 R02874 R10162 R04198 R08689 R05884 R01061 R00264 R03102 R03443 R03313 R08086 R00014 R00621 R01702 R04872 R01728 R01505 R07483 R02487 R02661 R00114 R00093 R03291 R00715 R00209 R09099 R01127 R01398 R01067 R08568 R01827 R00014 R05636 R00259 R00209 R00391 R03174 R11516 R11588 R00586 R02282 R01933 R00927 R00351 R00271 R00352 R01073 R01658 R02003 R03460 R06223 R02061 R03132 R00999 R01826 R05465 R00694 R08890 R08891 R06426 R02283 R00668 R00768 R01939 R01214 R00588 R04173 R01215 R07613 R00694 R10461 R00725 R00767 R08572 R00299 R01514 R00430 R02412 R00764 R00239 R01512 R02649 R01547 R11894 R01049 R04929 R05633 R00289 R01845 R01185 R00582 R01127 R00451 R03508 R00341 R08907 R00751 R00985 R03084 R04206 R08930 R03224 R01082 R02722 R00891 R00691 R05070 R08617 R10937 R03083 R01714 R01086 R01083 R10147 R00782 R05637 R02735 R01529 R01015 R03509 R09030 R02060 R01518 R01057 R08193 R01818 R01717 R01715 R00236 R07416 R00727 R02404 R00742 R08924 R00009 R01063 R01221 R01528 R03172 R06747 R07147 
map01200	Carbon metabolism	false	62	25	0	0	R00009 R00134 R00149 R00200 R00209 R00214 R00216 R00230 R00235 R00238 R00248 R00258 R00267 R00341 R00345 R00351 R00352 R00355 R00405 R00406 R00432 R00472 R00475 R00519 R00582 R00586 R00588 R00658 R00705 R00742 R00756 R00762 R00897 R00943 R00945 R01015 R01049 R01056 R01058 R01061 R01063 R01067 R01082 R01175 R01220 R01221 R01256 R01440 R01512 R01513 R01514 R01518 R01528 R01529 R01541 R01608 R01655 R01786 R01827 R01859 R01975 R01976 R01977 R02036 R03026 R03027 R03045 R03158 R03464 R04173 R04432 R04464 R04540 R06983 R07147 R07168 R08549 R08572 R09279 R09283 R09292 R09293 R10243 R10324 
map01210	2-Oxocarboxylic acid metabolism	false	52	16	0	0	R00226 R00258 R00259 R00267 R00271 R00351 R00355 R00994 R01090 R01213 R01939 R02282 R02283 R02649 R03443 R03896 R03968 R04440 R04441 R06977 R07399 R08618 
map01212	Fatty acid metabolism	false	76	4	0	0	R00238 R00742 R01175 R01177 R01278 R01280 R01626 R01706 R01975 R02222 R03026 R03370 R04355 R04429 R04430 R04533 R04737 R10700 R10707 
map01220	Degradation of aromatic compounds	false	50	21	0	0	R00750 R00813 R01300 R01419 R01763 R02231 R02601 R02602 R02603 R02604 R02762 R02941 R02968 R02991 R04418 R05099 R05239 R05240 R05247 R05271 R05272 R05283 R05316 R05352 R05453 R05506 R05575 R05584 R05588 R05864 R07666 R09233 R09252 
map01230	Biosynthesis of amino acids	false	76	7	0	0	R00114 R00149 R00177 R00200 R00226 R00239 R00253 R00258 R00259 R00267 R00271 R00351 R00355 R00451 R00582 R00586 R00658 R00715 R00733 R00751 R00897 R00945 R00985 R00994 R01001 R01015 R01049 R01056 R01061 R01063 R01071 R01073 R01086 R01090 R01158 R01213 R01248 R01286 R01290 R01373 R01398 R01466 R01512 R01513 R01518 R01529 R01641 R01714 R01715 R01728 R01773 R01777 R01826 R01827 R01939 R02282 R02283 R02412 R02413 R02649 R02722 R02734 R02735 R03013 R03083 R03084 R03243 R03260 R03313 R03443 R03457 R03460 R03508 R03509 R03896 R04037 R04173 R04198 R04365 R04440 R04441 R04475 R04640 R04779 R06977 R07245 R07276 R07399 R07613 R10147 R10170 
map01501	beta-Lactam resistance	false	0	1	0	0	
map01502	Vancomycin resistance	false	0	0	0	0	
map01503	Cationic antimicrobial peptide (CAMP) resistance	false	0	0	0	0	
map01521	EGFR tyrosine kinase inhibitor resistance	false	0	0	0	0	
map01522	Endocrine resistance	false	0	0	0	0	
map01523	Antifolate resistance	false	0	0	0	0	
map01524	Platinum drug resistance	false	0	0	0	0	
map02010	ABC transporters	false	0	0	0	0	
map02020	Two-component system	false	0	0	0	0	
map02024	Quorum sensing	false	0	0	0	0	
map02025	Biofilm formation - Pseudomonas aeruginosa	false	0	0	0	0	
map02026	Biofilm formation - Escherichia coli	false	0	0	0	0	
map02030	Bacterial chemotaxis	false	0	0	0	0	
map02040	Flagellar assembly	false	0	0	0	0	
map02060	Phosphotransferase system (PTS)	false	0	0	0	0	
map03008	Ribosome biogenesis in eukaryotes	false	0	0	0	0	
map03010	Ribosome	false	0	0	0	0	
map03013	RNA transport	false	0	0	0	0	
map03015	mRNA surveillance pathway	false	0	0	0	0	
map03018	RNA degradation	false	0	0	0	0	
map03020	RNA polymerase	false	0	0	0	0	
map03022	Basal transcription factors	false	0	0	0	0	
map03030	DNA replication	false	0	0	0	0	
map03040	Spliceosome	false	0	0	0	0	
map03050	Proteasome	false	0	0	0	0	
map03060	Protein export	false	0	0	0	0	
map03070	Bacterial secretion system	false	0	0	0	0	
map03320	PPAR signaling pathway	false	0	0	0	0	
map03410	Base excision repair	false	0	0	0	0	
map03420	Nucleotide excision repair	false	0	0	0	0	
map03430	Mismatch repair	false	0	0	0	0	
map03440	Homologous recombination	false	0	0	0	0	
map03450	Non-homologous end-joining	false	0	0	0	0	
map03460	Fanconi anemia pathway	false	0	0	0	0	
map04010	MAPK signaling pathway	false	0	0	0	0	
map04011	MAPK signaling pathway - yeast	false	0	0	0	0	
map04012	ErbB signaling pathway	false	0	0	0	0	
map04013	MAPK signaling pathway - fly	false	0	0	0	0	
map04014	Ras signaling pathway	false	0	0	0	0	
map04015	Rap1 signaling pathway	false	0	0	0	0	
map04016	MAPK signaling pathway - plant	false	0	0	0	0	
map04020	Calcium signaling pathway	false	0	0	0	0	
map04022	cGMP-PKG signaling pathway	false	0	0	0	0	
map04024	cAMP signaling pathway	false	0	0	0	0	
map04060	Cytokine-cytokine receptor interaction	false	0	0	0	0	
map04062	Chemokine signaling pathway	false	0	0	0	0	
map04064	NF-kappa B signaling pathway	false	0	0	0	0	
map04066	HIF-1 signaling pathway	false	0	0	0	0	
map04068	FoxO signaling pathway	false	0	0	0	0	
map04070	Phosphatidylinositol signaling system	false	10	18	0	0	R02240 R01802 R01185 
map04071	Sphingolipid signaling pathway	false	0	0	0	0	
map04072	Phospholipase D signaling pathway	false	0	0	0	0	
map04075	Plant hormone signal transduction	false	0	0	0	0	
map04080	Neuroactive ligand-receptor interaction	false	0	0	0	0	
map04110	Cell cycle	false	0	0	0	0	
map04111	Cell cycle - yeast	false	0	0	0	0	
map04112	Cell cycle - Caulobacter	false	0	0	0	0	
map04113	Meiosis - yeast	false	0	0	0	0	
map04114	Oocyte meiosis	false	0	0	0	0	
map04115	p53 signaling pathway	false	0	0	0	0	
map04120	Ubiquitin mediated proteolysis	false	0	0	0	0	
map04122	Sulfur relay system	false	0	0	0	0	
map04130	SNARE interactions in vesicular transport	false	0	0	0	0	
map04136	Autophagy - other	false	0	0	0	0	
map04137	Mitophagy - animal	false	0	0	0	0	
map04138	Autophagy - yeast	false	0	0	0	0	
map04139	Mitophagy - yeast	false	0	0	0	0	
map04140	Autophagy - animal	false	0	0	0	0	
map04141	Protein processing in endoplasmic reticulum	false	0	0	0	0	
map04142	Lysosome	false	0	0	0	0	
map04144	Endocytosis	false	0	0	0	0	
map04145	Phagosome	false	0	0	0	0	
map04146	Peroxisome	false	0	0	0	0	
map04150	mTOR signaling pathway	false	0	5	0	0	
map04151	PI3K-Akt signaling pathway	false	0	2	0	0	
map04152	AMPK signaling pathway	false	0	0	0	0	
map04210	Apoptosis	false	0	0	0	0	
map04211	Longevity regulating pathway	false	0	0	0	0	
map04212	Longevity regulating pathway - worm	false	0	0	0	0	
map04213	Longevity regulating pathway - multiple species	false	0	0	0	0	
map04214	Apoptosis - fly	false	0	0	0	0	
map04215	Apoptosis - multiple species	false	0	0	0	0	
map04216	Ferroptosis	false	0	0	0	0	
map04217	Necroptosis	false	0	0	0	0	
map04218	Cellular senescence	false	0	0	0	0	
map04260	Cardiac muscle contraction	false	0	0	0	0	
map04261	Adrenergic signaling in cardiomyocytes	false	0	0	0	0	
map04270	Vascular smooth muscle contraction	false	0	0	0	0	
map04310	Wnt signaling pathway	false	0	0	0	0	
map04320	Dorso-ventral axis formation	false	0	0	0	0	
map04330	Notch signaling pathway	false	0	0	0	0	
map04340	Hedgehog signaling pathway	false	0	0	0	0	
map04341	Hedgehog signaling pathway - fly	false	0	0	0	0	
map04350	TGF-beta signaling pathway	false	0	0	0	0	
map04360	Axon guidance	false	0	0	0	0	
map04370	VEGF signaling pathway	false	0	0	0	0	
map04371	Apelin signaling pathway	false	0	0	0	0	
map04380	Osteoclast differentiation	false	0	0	0	0	
map04390	Hippo signaling pathway	false	0	0	0	0	
map04391	Hippo signaling pathway - fly	false	0	0	0	0	
map04392	Hippo signaling pathway - multiple species	false	0	0	0	0	
map04510	Focal adhesion	false	0	0	0	0	
map04512	ECM-receptor interaction	false	0	0	0	0	
map04514	Cell adhesion molecules (CAMs)	false	0	0	0	0	
map04520	Adherens junction	false	0	0	0	0	
map04530	Tight junction	false	0	0	0	0	
map04540	Gap junction	false	0	0	0	0	
map04550	Signaling pathways regulating pluripotency of stem cells	false	0	0	0	0	
map04610	Complement and coagulation cascades	false	0	0	0	0	
map04611	Platelet activation	false	0	0	0	0	
map04612	Antigen processing and presentation	false	0	0	0	0	
map04614	Renin-angiotensin system	false	0	0	0	0	
map04620	Toll-like receptor signaling pathway	false	0	0	0	0	
map04621	NOD-like receptor signaling pathway	false	0	0	0	0	
map04622	RIG-I-like receptor signaling pathway	false	0	0	0	0	
map04623	Cytosolic DNA-sensing pathway	false	0	0	0	0	
map04624	Toll and Imd signaling pathway	false	0	0	0	0	
map04626	Plant-pathogen interaction	false	0	0	0	0	
map04630	Jak-STAT signaling pathway	false	0	0	0	0	
map04640	Hematopoietic cell lineage	false	0	0	0	0	
map04650	Natural killer cell mediated cytotoxicity	false	0	0	0	0	
map04657	IL-17 signaling pathway	false	0	0	0	0	
map04658	Th1 and Th2 cell differentiation	false	0	1	0	0	
map04659	Th17 cell differentiation	false	0	0	0	0	
map04660	T cell receptor signaling pathway	false	0	2	0	0	
map04662	B cell receptor signaling pathway	false	0	0	0	0	
map04664	Fc epsilon RI signaling pathway	false	0	0	0	0	
map04666	Fc gamma R-mediated phagocytosis	false	0	0	0	0	
map04668	TNF signaling pathway	false	0	0	0	0	
map04670	Leukocyte transendothelial migration	false	0	0	0	0	
map04672	Intestinal immune network for IgA production	false	0	0	0	0	
map04710	Circadian rhythm	false	0	0	0	0	
map04711	Circadian rhythm - fly	false	0	0	0	0	
map04712	Circadian rhythm - plant	false	0	0	0	0	
map04713	Circadian entrainment	false	0	0	0	0	
map04714	Thermogenesis	false	0	1	0	0	
map04720	Long-term potentiation	false	0	0	0	0	
map04721	Synaptic vesicle cycle	false	0	0	0	0	
map04722	Neurotrophin signaling pathway	false	0	0	0	0	
map04723	Retrograde endocannabinoid signaling	false	0	0	0	0	
map04724	Glutamatergic synapse	false	0	0	0	0	
map04725	Cholinergic synapse	false	0	0	0	0	
map04726	Serotonergic synapse	false	0	0	0	0	
map04727	GABAergic synapse	false	0	0	0	0	
map04728	Dopaminergic synapse	false	0	0	0	0	
map04730	Long-term depression	false	0	0	0	0	
map04740	Olfactory transduction	false	0	0	0	0	
map04742	Taste transduction	false	0	0	0	0	
map04744	Phototransduction	false	0	0	0	0	
map04745	Phototransduction - fly	false	0	0	0	0	
map04750	Inflammatory mediator regulation of TRP channels	false	0	0	0	0	
map04810	Regulation of actin cytoskeleton	false	0	0	0	0	
map04910	Insulin signaling pathway	false	0	0	0	0	
map04911	Insulin secretion	false	0	0	0	0	
map04912	GnRH signaling pathway	false	0	0	0	0	
map04913	Ovarian steroidogenesis	false	0	0	0	0	
map04914	Progesterone-mediated oocyte maturation	false	0	0	0	0	
map04915	Estrogen signaling pathway	false	0	0	0	0	
map04916	Melanogenesis	false	0	0	0	0	
map04917	Prolactin signaling pathway	false	0	0	0	0	
map04918	Thyroid hormone synthesis	false	0	0	0	0	
map04919	Thyroid hormone signaling pathway	false	0	0	0	0	
map04920	Adipocytokine signaling pathway	false	0	0	0	0	
map04921	Oxytocin signaling pathway	false	0	0	0	0	
map04922	Glucagon signaling pathway	false	0	0	0	0	
map04923	Regulation of lipolysis in adipocytes	false	0	0	0	0	
map04924	Renin secretion	false	0	0	0	0	
map04925	Aldosterone synthesis and secretion	false	0	0	0	0	
map04926	Relaxin signaling pathway	false	0	1	0	0	
map04927	Cortisol synthesis and secretion	false	0	0	0	0	
map04930	Type II diabetes mellitus	false	0	0	0	0	
map04931	Insulin resistance	false	0	0	0	0	
map04932	Non-alcoholic fatty liver disease (NAFLD)	false	0	0	0	0	
map04933	AGE-RAGE signaling pathway in diabetic complications	false	0	0	0	0	
map04940	Type I diabetes mellitus	false	0	0	0	0	
map04950	Maturity onset diabetes of the young	false	0	0	0	0	
map04960	Aldosterone-regulated sodium reabsorption	false	0	0	0	0	
map04961	Endocrine and other factor-regulated calcium reabsorption	false	0	0	0	0	
map04962	Vasopressin-regulated water reabsorption	false	0	0	0	0	
map04964	Proximal tubule bicarbonate reclamation	false	0	0	0	0	
map04966	Collecting duct acid secretion	false	0	0	0	0	
map04970	Salivary secretion	false	0	0	0	0	
map04971	Gastric acid secretion	false	0	0	0	0	
map04972	Pancreatic secretion	false	0	0	0	0	
map04973	Carbohydrate digestion and absorption	false	0	0	0	0	
map04974	Protein digestion and absorption	false	0	0	0	0	
map04975	Fat digestion and absorption	false	0	0	0	0	
map04976	Bile secretion	false	0	0	0	0	
map04977	Vitamin digestion and absorption	false	0	0	0	0	
map04978	Mineral absorption	false	0	0	0	0	
map04979	Cholesterol metabolism	false	0	0	0	0	
map05010	Alzheimer's disease	false	0	0	0	0	
map05012	Parkinson's disease	false	0	0	0	0	
map05014	Amyotrophic lateral sclerosis (ALS)	false	0	0	0	0	
map05016	Huntington's disease	false	0	0	0	0	
map05020	Prion diseases	false	0	0	0	0	
map05030	Cocaine addiction	false	0	0	0	0	
map05031	Amphetamine addiction	false	0	0	0	0	
map05032	Morphine addiction	false	0	0	0	0	
map05033	Nicotine addiction	false	0	0	0	0	
map05034	Alcoholism	false	0	0	0	0	
map05100	Bacterial invasion of epithelial cells	false	0	0	0	0	
map05110	Vibrio cholerae infection	false	0	0	0	0	
map05111	Biofilm formation - Vibrio cholerae	false	0	0	0	0	
map05120	Epithelial cell signaling in Helicobacter pylori infection	false	0	0	0	0	
map05130	Pathogenic Escherichia coli infection	false	0	0	0	0	
map05131	Shigellosis	false	0	0	0	0	
map05132	Salmonella infection	false	0	0	0	0	
map05133	Pertussis	false	0	0	0	0	
map05134	Legionellosis	false	0	0	0	0	
map05140	Leishmaniasis	false	0	0	0	0	
map05142	Chagas disease (American trypanosomiasis)	false	0	0	0	0	
map05143	African trypanosomiasis	false	0	0	0	0	
map05144	Malaria	false	0	0	0	0	
map05145	Toxoplasmosis	false	0	0	0	0	
map05146	Amoebiasis	false	0	0	0	0	
map05150	Staphylococcus aureus infection	false	0	0	0	0	
map05152	Tuberculosis	false	0	0	0	0	
map05160	Hepatitis C	false	0	0	0	0	
map05161	Hepatitis B	false	0	0	0	0	
map05162	Measles	false	0	0	0	0	
map05164	Influenza A	false	0	0	0	0	
map05165	Human papillomavirus infection	false	0	2	0	0	
map05166	HTLV-I infection	false	0	0	0	0	
map05167	Kaposi's sarcoma-associated herpesvirus infection	false	0	0	0	0	
map05168	Herpes simplex infection	false	0	0	0	0	
map05169	Epstein-Barr virus infection	false	0	0	0	0	
map05200	Pathways in cancer	false	0	0	0	0	
map05202	Transcriptional misregulation in cancer	false	0	0	0	0	
map05203	Viral carcinogenesis	false	0	0	0	0	
map05204	Chemical carcinogenesis	false	0	0	0	0	
map05205	Proteoglycans in cancer	false	0	0	0	0	
map05206	MicroRNAs in cancer	false	0	0	0	0	
map05210	Colorectal cancer	false	0	0	0	0	
map05211	Renal cell carcinoma	false	0	0	0	0	
map05212	Pancreatic cancer	false	0	0	0	0	
map05213	Endometrial cancer	false	0	0	0	0	
map05214	Glioma	false	0	0	0	0	
map05215	Prostate cancer	false	0	0	0	0	
map05216	Thyroid cancer	false	0	0	0	0	
map05217	Basal cell carcinoma	false	0	0	0	0	
map05218	Melanoma	false	0	0	0	0	
map05219	Bladder cancer	false	0	0	0	0	
map05220	Chronic myeloid leukemia	false	0	0	0	0	
map05221	Acute myeloid leukemia	false	0	0	0	0	
map05222	Small cell lung cancer	false	0	0	0	0	
map05223	Non-small cell lung cancer	false	0	0	0	0	
map05224	Breast cancer	false	0	0	0	0	
map05225	Hepatocellular carcinoma	false	0	0	0	0	
map05226	Gastric cancer	false	0	0	0	0	
map05230	Central carbon metabolism in cancer	false	0	0	0	0	
map05231	Choline metabolism in cancer	false	0	0	0	0	
map05310	Asthma	false	0	0	0	0	
map05320	Autoimmune thyroid disease	false	0	0	0	0	
map05321	Inflammatory bowel disease (IBD)	false	0	0	0	0	
map05322	Systemic lupus erythematosus	false	0	0	0	0	
map05323	Rheumatoid arthritis	false	0	0	0	0	
map05330	Allograft rejection	false	0	0	0	0	
map05332	Graft-versus-host disease	false	0	0	0	0	
map05340	Primary immunodeficiency	false	0	0	0	0	
map05410	Hypertrophic cardiomyopathy (HCM)	false	0	0	0	0	
map05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	false	0	0	0	0	
map05414	Dilated cardiomyopathy (DCM)	false	0	0	0	0	
map05416	Viral myocarditis	false	0	0	0	0	
map05418	Fluid shear stress and atherosclerosis	false	0	0	0	0	
map07011	Penicillins	false	0	0	0	0	
map07012	Cephalosporins - parenteral agents	false	0	0	0	0	
map07013	Cephalosporins - oral agents	false	0	0	0	0	
map07014	Quinolones	false	0	0	0	0	
map07015	Local analgesics	false	0	0	0	0	
map07016	Sulfonamide derivatives - sulfa drugs	false	0	0	0	0	
map07017	Sulfonamide derivatives - diuretics	false	0	0	0	0	
map07018	Sulfonamide derivatives - hypoglycemic agents	false	0	0	0	0	
map07019	Tetracyclines	false	0	0	0	0	
map07020	Macrolides and ketolides	false	0	0	0	0	
map07021	Aminoglycosides	false	0	0	0	0	
map07023	Rifamycins	false	0	0	0	0	
map07024	HMG-CoA reductase inhibitors	false	0	0	0	0	
map07025	Quinolines	false	0	0	0	0	
map07026	Antifungal agents	false	0	0	0	0	
map07027	Antidepressants	false	0	0	0	0	
map07028	Antipsychotics	false	0	0	0	0	
map07029	Antipsychotics - phenothiazines	false	0	0	0	0	
map07030	Anxiolytics	false	0	0	0	0	
map07031	Antipsychotics - butyrophenones	false	0	0	0	0	
map07032	Hypnotics	false	0	0	0	0	
map07033	Anticonvulsants	false	0	0	0	0	
map07034	Eicosanoids	false	0	0	0	0	
map07035	Prostaglandins	false	0	0	0	0	
map07036	Calcium channel blocking drugs	false	0	0	0	0	
map07037	Antiarrhythmic drugs	false	0	0	0	0	
map07038	Antiulcer drugs	false	0	0	0	0	
map07039	Opioid analgesics	false	0	0	0	0	
map07040	Antineoplastics - alkylating agents	false	0	0	0	0	
map07041	Antineoplastics - antimetabolic agents	false	0	0	0	0	
map07042	Antineoplastics - agents from natural products	false	0	0	0	0	
map07043	Antineoplastics - hormones	false	0	0	0	0	
map07044	Antiviral agents	false	0	0	0	0	
map07045	Antineoplastics - protein kinases inhibitors	false	0	0	0	0	
map07046	Immunosuppressive agents	false	0	0	0	0	
map07047	Osteoporosis drugs	false	0	0	0	0	
map07048	Antimigraines	false	0	0	0	0	
map07049	Antithrombosis agents	false	0	0	0	0	
map07050	Antirheumatics - DMARDs and biological agents	false	0	0	0	0	
map07051	Antidiabetics	false	0	0	0	0	
map07052	Antidyslipidemic agents	false	0	0	0	0	
map07053	Anti-HIV agents	false	0	0	0	0	
map07054	Antiglaucoma agents	false	0	0	0	0	
map07055	Sulfonamide derivatives - overview	false	0	0	0	0	
map07056	Agents for Alzheimer-type dementia	false	0	0	0	0	
map07057	Antiparkinsonian agents	false	0	0	0	0	
map07110	Benzoic acid family	false	0	0	0	0	
map07112	1,2-Diphenyl substitution family	false	0	0	0	0	
map07114	Naphthalene family	false	0	0	0	0	
map07117	Benzodiazepine family	false	0	0	0	0	
map07211	Serotonin receptor agonists/antagonists	false	0	0	0	0	
map07212	Histamine H1 receptor antagonists	false	0	0	0	0	
map07213	Dopamine receptor agonists/antagonists	false	0	0	0	0	
map07214	beta-Adrenergic receptor agonists/antagonists	false	0	0	0	0	
map07215	alpha-Adrenergic receptor agonists/antagonists	false	0	0	0	0	
map07216	Catecholamine transferase inhibitors	false	0	0	0	0	
map07217	Renin-angiotensin system inhibitors	false	0	0	0	0	
map07218	HIV protease inhibitors	false	0	0	0	0	
map07219	Cyclooxygenase inhibitors	false	0	0	0	0	
map07220	Cholinergic and anticholinergic drugs	false	0	0	0	0	
map07221	Nicotinic cholinergic receptor antagonists	false	0	0	0	0	
map07222	Peroxisome proliferator-activated receptor (PPAR) agonists	false	0	0	0	0	
map07223	Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists	false	0	0	0	0	
map07224	Opioid receptor agonists/antagonists	false	0	0	0	0	
map07225	Glucocorticoid and mineralocorticoid receptor agonists/antagonists	false	0	0	0	0	
map07226	Progesterone, androgen and estrogen receptor agonists/antagonists	false	0	0	0	0	
map07227	Histamine H2/H3 receptor agonists/antagonists	false	0	0	0	0	
map07228	Eicosanoid receptor agonists/antagonists	false	0	0	0	0	
map07229	Angiotensin receptor and endothelin receptor antagonists	false	0	0	0	0	
map07230	GABA-A receptor agonists/antagonists	false	0	0	0	0	
map07231	Sodium channel blocking drugs	false	0	0	0	0	
map07232	Potassium channel blocking and opening drugs	false	0	0	0	0	
map07233	Ion transporter inhibitors	false	0	0	0	0	
map07234	Neurotransmitter transporter inhibitors	false	0	0	0	0	
map07235	N-Metyl-D-aspartic acid receptor antagonists	false	0	0	0	0	
seed.pwy1	CBSS-155864.1.peg.3753	true	100	0	0	0	rxn00085 
seed.pwy2	COG0523	false	15	11	0	0	rxn01465 rxn02834 rxn00711 
seed.pwy3	COG0523 and iron	false	0	1	0	0	
seed.pwy4	ECF S-components - Experimental	false	0	3	0	0	
seed.pwy5	Nitric oxide synthase	false	50	1	0	0	rxn00206 
seed.pwy6	tRNA modification position 37	false	0	1	0	0	
seed.pwy7	Creatine and Creatinine Degradation	false	0	0	0	0	
seed.pwy8	L-2-amino-thiazoline-4-carboxylic acid-Lcysteine conversion	true	100	0	0	0	rxn00654 
seed.pwy9	Alanine biosynthesis	true	100	0	0	0	rxn00283 rxn00283 rxn00283 rxn00806 rxn09310 rxn07292 rxn00191 rxn00904 
seed.pwy10	Glycine Biosynthesis	true	100	0	0	0	rxn00274 rxn01068 rxn00541 rxn00692 
seed.pwy11	Glycine and Serine Utilization	false	73	4	0	0	rxn00274 rxn06600 rxn00953 rxn00566 rxn01101 rxn01102 rxn06377 rxn06377 rxn06377 rxn02914 rxn00420 rxn00692 rxn13782 
seed.pwy12	Glycine cleavage system	true	88	2	0	0	rxn06600 rxn01241 rxn06377 rxn06377 rxn06377 rxn00692 
seed.pwy13	Serine Biosynthesis	true	100	0	0	0	rxn01101 rxn02914 rxn02914 rxn00420 rxn00692 
seed.pwy14	Arginine Biosynthesis	false	77	0	0	0	rxn01917 rxn01637 rxn00802 rxn01636 rxn02465 rxn00192 rxn01019 
seed.pwy15	Arginine Biosynthesis extended	true	83	0	0	0	rxn01917 rxn01637 rxn01637 rxn00802 rxn01636 rxn02465 rxn00192 rxn05012 rxn01973 rxn01019 
seed.pwy16	Arginine Deiminase Pathway	false	25	2	0	0	rxn01019 
seed.pwy17	Arginine and Ornithine Degradation	false	18	13	0	0	rxn00183 rxn00467 rxn01019 rxn00856 rxn03422 rxn02944 
seed.pwy18	Cyanophycin Metabolism	false	50	0	0	0	rxn00646 
seed.pwy19	Polyamine Metabolism	false	9	8	0	0	rxn01851 rxn00143 
seed.pwy20	Putrescine utilization pathways	false	75	1	0	0	rxn01851 rxn00856 
seed.pwy21	Urea decomposition	false	0	6	0	0	
seed.pwy22	Aminotransferases:Aromatic Pathway and More, A work in progress	false	55	1	0	0	rxn00260 rxn00806 rxn00493 rxn02914 
seed.pwy23	Aromatic amino acid degradation	false	17	7	0	0	rxn03055 rxn00484 rxn01437 
seed.pwy24	Chorismate: Intermediate for synthesis of PAPA antibiotics, PABA, anthranilate, 3-hydroxyanthranilate and more.	false	77	0	0	0	rxn03841 rxn00726 rxn00726 rxn01258 rxn01258 rxn01257 rxn01257 
seed.pwy25	Chorismate Synthesis	true	88	1	0	0	rxn01332 rxn01332 rxn01332 rxn02213 rxn02213 rxn02212 rxn02476 rxn01256 rxn01256 rxn01256 rxn01255 rxn01268 rxn01256 rxn01268 rxn01000 rxn01268 rxn01740 rxn01740 rxn01740 rxn01739 rxn01739 rxn01739 rxn01740 
seed.pwy26	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	true	93	1	0	0	rxn01332 rxn01332 rxn01332 rxn02213 rxn02213 rxn02212 rxn02476 rxn01255 rxn01740 rxn01740 rxn01740 rxn01739 rxn01739 rxn01740 
seed.pwy27	Phenylalanine and Tyrosine Branches from Chorismate	false	57	0	0	0	rxn01256 rxn01256 rxn01000 rxn01268 rxn01256 rxn01268 rxn01000 rxn01268 
seed.pwy28	Phenylalanine synthesis	false	75	0	0	0	rxn00260 rxn01256 rxn01000 
seed.pwy29	Tryptophan catabolism	false	44	2	0	0	rxn01437 rxn01437 
seed.pwy30	Tryptophan synthesis	true	100	0	0	0	rxn03841 rxn00791 rxn00726 rxn00726 rxn02507 rxn01257 rxn01257 rxn02508 rxn03175 rxn00474 rxn00474 
seed.pwy31	Branched-Chain Amino Acid Biosynthesis	true	83	1	0	0	rxn00902 rxn02789 rxn02789 rxn03062 rxn00011 rxn00011 rxn00011 rxn00011 rxn00011 rxn00011 rxn00806 rxn00898 rxn01790 rxn00904 
seed.pwy32	Branched chain amino acid degradation regulons	true	90	2	0	0	rxn01480 rxn03433 rxn00178 rxn00988 rxn07430 rxn07430 rxn00806 rxn01925 rxn01451 rxn02949 rxn00991 rxn00872 rxn02889 rxn02889 rxn01504 rxn00501 
seed.pwy33	HMG CoA Synthesis	true	100	0	0	0	rxn00988 rxn00947 rxn02889 rxn00991 rxn00872 rxn02889 rxn02889 rxn01504 
seed.pwy34	Isoleucine degradation	true	88	3	0	0	rxn01451 rxn00178 rxn00178 rxn00868 rxn07430 rxn07430 rxn00806 rxn00868 rxn01925 rxn01241 rxn02167 rxn01451 
seed.pwy35	Ketoisovalerate oxidoreductase	false	33	0	0	0	rxn00175 
seed.pwy36	Leucine Biosynthesis	true	100	0	0	0	rxn00902 rxn02789 rxn02789 rxn03062 rxn00806 
seed.pwy37	Leucine Degradation and HMG-CoA Metabolism	true	84	2	0	0	rxn01501 rxn00988 rxn02889 rxn07430 rxn07430 rxn00806 rxn01925 rxn01241 rxn01241 rxn00991 rxn00872 rxn02889 rxn02889 rxn01504 
seed.pwy38	Valine degradation	true	88	3	0	0	rxn01451 rxn02168 rxn01480 rxn03433 rxn07430 rxn07430 rxn00806 rxn00868 rxn01925 rxn01241 rxn02167 rxn02949 rxn00501 
seed.pwy39	Glutamate dehydrogenases	false	0	0	0	0	
